TV,Radio,Social Media,Influencer_Macro,Influencer_Mega,Influencer_Micro,Influencer_Nano,Sales
29.0,7.62,1.29,1,0,0,0,107.7
66.0,25.38,5.07,0,0,1,0,237.57
69.0,22.45,6.65,0,1,0,0,243.81
43.0,18.67,1.53,0,0,1,0,154.49
63.0,20.18,0.65,1,0,0,0,227.55
42.0,22.0,2.83,0,0,1,0,149.19
40.0,9.38,1.62,0,0,0,1,144.3
32.0,12.08,0.37,1,0,0,0,112.28
40.0,13.8,4.65,0,0,0,1,144.4
90.0,32.33,6.66,1,0,0,0,325.07
47.0,19.09,2.49,0,0,0,1,162.51
58.0,13.95,4.79,1,0,0,0,210.06
31.0,10.42,3.18,0,1,0,0,113.45
16.0,2.08,3.0,0,0,1,0,53.8
18.0,6.18,1.21,1,0,0,0,64.06
86.0,28.65,4.71,0,0,0,1,311.67
31.0,15.76,0.89,0,0,1,0,112.42
26.0,6.44,1.16,0,1,0,0,94.19
39.0,16.5,0.75,0,0,0,1,138.14
27.0,0.82,3.08,0,0,1,0,95.1
47.0,14.91,0.17,1,0,0,0,164.12
83.0,23.66,3.98,0,0,0,1,299.34
98.0,28.55,5.11,0,0,0,1,347.16
61.0,15.32,4.38,1,0,0,0,222.7
86.0,38.58,13.98,1,0,0,0,306.81
95.0,28.92,3.08,0,0,1,0,334.56
30.0,14.79,4.57,1,0,0,0,106.35
77.0,21.8,5.43,0,1,0,0,267.71
77.0,30.67,2.81,0,0,0,1,272.04
46.0,18.9,3.61,0,0,0,1,161.59
74.0,23.06,7.07,0,1,0,0,264.46
69.0,24.57,8.26,1,0,0,0,246.97
100.0,34.77,6.55,0,0,1,0,356.53
92.0,29.34,4.97,0,1,0,0,329.7
10.0,1.2,1.04,0,1,0,0,34.16
79.0,27.41,2.04,0,1,0,0,277.98
78.0,22.77,1.97,1,0,0,0,274.9
96.0,36.34,2.48,0,1,0,0,345.25
44.0,14.63,0.64,0,0,0,1,156.86
48.0,18.08,3.04,0,0,1,0,174.73
13.0,5.65,3.61,0,0,1,0,47.46
27.0,5.35,1.84,0,0,1,0,96.1
15.0,3.64,0.73,0,0,1,0,51.8
35.0,6.79,1.23,1,0,0,0,121.93
90.0,33.54,7.81,0,0,0,1,323.0
86.0,23.4,3.28,1,0,0,0,307.63
47.0,18.78,0.04,0,1,0,0,168.9
87.0,28.08,3.53,0,1,0,0,308.83
96.0,31.78,7.02,0,0,1,0,337.26
15.0,1.45,2.92,0,0,1,0,56.04
29.0,8.03,3.24,0,1,0,0,99.41
26.0,3.5,1.68,1,0,0,0,94.29
90.0,25.8,3.38,0,0,1,0,320.88
32.0,8.06,3.62,0,0,0,1,113.42
43.0,9.49,1.97,0,1,0,0,151.81
99.0,31.4,4.28,1,0,0,0,357.11
100.0,28.66,3.52,1,0,0,0,358.42
21.0,5.94,0.19,1,0,0,0,71.0
84.0,23.41,3.39,0,0,0,1,304.13
36.0,10.8,3.62,0,0,1,0,125.54
76.0,28.59,8.64,0,0,0,1,267.27
96.0,36.36,4.41,0,0,1,0,338.29
46.0,19.58,4.31,1,0,0,0,162.38
87.0,35.65,5.48,1,0,0,0,307.5
30.0,8.32,0.14,0,0,1,0,104.43
88.0,23.21,1.18,1,0,0,0,320.17
27.0,13.23,5.25,0,0,0,1,98.78
33.0,13.46,1.84,0,0,0,1,116.79
34.0,13.81,1.95,0,0,1,0,120.07
21.0,9.68,2.62,0,0,0,1,72.68
83.0,33.0,4.94,0,0,1,0,295.46
52.0,25.43,4.59,0,0,1,0,185.73
19.0,7.06,2.04,0,1,0,0,69.14
29.0,13.03,4.53,1,0,0,0,103.92
84.0,24.6,4.6,1,0,0,0,298.58
20.0,11.84,3.54,0,0,0,1,69.64
63.0,28.35,4.7,0,1,0,0,229.14
18.0,8.77,4.47,0,1,0,0,63.57
90.0,24.51,5.2,0,0,0,1,324.39
18.0,15.44,1.95,0,1,0,0,68.54
47.0,18.41,9.2,0,0,0,1,167.74
99.0,28.18,4.83,0,1,0,0,353.0
36.0,5.4,6.95,1,0,0,0,126.94
68.0,19.54,2.06,0,0,1,0,245.08
66.0,24.71,3.15,1,0,0,0,238.78
31.0,13.2,2.33,0,0,0,1,109.68
36.0,0.07,0.95,0,0,1,0,129.72
61.0,28.09,4.63,0,1,0,0,215.59
43.0,22.96,3.32,0,0,1,0,153.54
23.0,2.82,2.65,0,0,0,1,82.08
100.0,34.49,9.19,0,1,0,0,360.4
41.0,19.71,2.57,0,1,0,0,144.54
95.0,35.25,7.88,0,0,1,0,337.47
60.0,11.37,0.82,0,0,1,0,213.48
43.0,18.73,2.59,1,0,0,0,156.54
24.0,14.37,0.13,0,0,1,0,87.32
97.0,35.15,10.61,0,1,0,0,345.51
21.0,2.54,0.81,1,0,0,0,75.1
28.0,11.14,3.31,0,0,1,0,103.42
51.0,12.41,2.25,0,1,0,0,182.64
49.0,17.46,3.49,1,0,0,0,170.75
93.0,31.42,6.76,0,0,1,0,334.04
65.0,27.45,4.55,1,0,0,0,235.77
47.0,4.14,1.57,1,0,0,0,164.27
36.0,6.74,1.71,0,0,1,0,129.02
42.0,17.86,4.31,1,0,0,0,152.6
46.0,15.49,1.25,1,0,0,0,164.2
10.0,1.18,0.94,0,1,0,0,34.21
96.0,29.5,4.92,1,0,0,0,344.09
73.0,28.06,3.21,0,0,1,0,261.08
92.0,31.49,2.68,0,0,1,0,328.5
100.0,30.36,5.2,1,0,0,0,352.3
54.0,26.53,4.43,0,0,0,1,193.26
71.0,19.47,4.43,0,0,0,1,252.05
31.0,10.98,0.97,0,0,1,0,103.16
69.0,26.58,5.18,0,1,0,0,247.64
92.0,27.35,6.16,0,1,0,0,325.14
10.0,5.13,0.69,0,0,1,0,36.81
90.0,34.38,5.3,0,1,0,0,321.41
71.0,35.11,4.41,0,1,0,0,255.8
100.0,31.42,2.92,0,0,1,0,357.59
15.0,4.95,0.9,0,0,0,1,50.81
79.0,27.35,4.09,0,0,0,1,284.78
26.0,2.0,0.17,0,0,0,1,90.95
87.0,32.39,2.97,0,0,0,1,310.99
73.0,25.83,6.64,1,0,0,0,261.16
53.0,13.9,0.5,0,0,1,0,188.03
28.0,8.18,0.99,1,0,0,0,98.67
54.0,18.5,2.41,0,0,0,1,193.34
73.0,30.78,4.86,0,1,0,0,262.51
55.0,10.7,3.31,1,0,0,0,192.22
69.0,20.66,3.73,1,0,0,0,245.8
29.0,20.19,4.26,1,0,0,0,107.75
77.0,34.01,4.38,0,0,0,1,279.71
44.0,19.88,2.93,0,1,0,0,151.1
55.0,21.06,3.82,0,0,1,0,193.61
24.0,7.23,1.33,1,0,0,0,81.65
18.0,9.09,2.11,0,0,1,0,63.82
80.0,17.04,0.75,0,0,0,1,285.04
40.0,18.0,3.04,0,1,0,0,142.33
59.0,15.5,2.66,0,0,0,1,213.44
80.0,21.64,4.98,0,0,0,1,283.92
35.0,10.02,0.03,0,0,0,1,125.51
21.0,11.12,0.3,0,0,0,1,75.67
86.0,19.99,1.23,0,0,0,1,302.16
95.0,33.3,5.28,1,0,0,0,335.74
34.0,7.67,0.32,0,0,0,1,125.84
22.0,9.62,4.07,0,0,0,1,76.63
89.0,22.99,2.59,0,1,0,0,322.98
83.0,30.25,5.53,1,0,0,0,296.71
54.0,18.68,7.61,0,1,0,0,188.96
69.0,23.47,5.62,0,0,1,0,243.07
86.0,30.68,2.98,0,0,0,1,302.82
94.0,22.12,2.53,1,0,0,0,331.47
13.0,7.49,3.16,1,0,0,0,49.46
90.0,27.87,5.38,0,0,1,0,317.45
11.0,3.54,0.83,0,0,0,1,41.48
85.0,31.14,7.57,0,0,0,1,304.78
37.0,20.5,0.84,0,0,1,0,129.7
16.0,10.86,2.58,1,0,0,0,51.93
86.0,33.99,4.79,0,0,0,1,310.35
27.0,2.84,0.76,0,0,0,1,98.34
35.0,3.86,1.21,0,0,1,0,124.61
16.0,6.07,1.96,0,0,0,1,60.31
98.0,33.65,5.08,0,0,1,0,348.71
66.0,24.67,6.21,0,1,0,0,236.48
34.0,18.31,4.75,0,0,0,1,118.29
66.0,27.96,5.06,0,0,0,1,232.27
48.0,15.84,4.47,0,0,1,0,169.21
65.0,22.52,2.13,0,0,1,0,227.4
54.0,12.5,1.46,0,0,1,0,192.41
89.0,30.09,4.97,0,0,0,1,314.48
24.0,3.75,1.88,0,1,0,0,83.4
83.0,17.03,4.59,0,0,1,0,299.66
64.0,14.2,3.63,0,0,0,1,231.76
48.0,6.59,0.76,1,0,0,0,168.08
97.0,32.37,2.55,0,0,0,1,351.79
10.0,3.38,2.39,0,1,0,0,33.74
89.0,39.11,8.95,1,0,0,0,316.19
12.0,1.99,2.64,0,1,0,0,43.7
35.0,10.33,2.3,0,1,0,0,125.06
26.0,12.6,2.1,0,0,1,0,91.81
60.0,29.24,8.32,0,0,0,1,210.12
84.0,28.26,4.85,0,1,0,0,298.12
36.0,13.68,2.5,1,0,0,0,125.82
82.0,22.67,2.93,0,1,0,0,291.84
67.0,22.53,1.81,0,0,0,1,241.31
34.0,16.0,5.98,0,0,1,0,117.58
73.0,27.56,2.93,0,0,1,0,258.45
100.0,37.15,6.34,0,0,0,1,355.11
11.0,0.68,3.26,0,1,0,0,39.78
53.0,12.03,0.3,1,0,0,0,184.1
13.0,8.22,0.5,0,1,0,0,45.42
50.0,17.54,4.52,0,0,0,1,180.19
82.0,35.2,5.38,0,1,0,0,290.44
43.0,26.13,8.16,0,0,1,0,157.47
22.0,10.89,1.95,0,0,1,0,78.93
42.0,15.32,0.61,0,0,0,1,145.5
66.0,21.38,4.58,0,0,1,0,236.57
92.0,31.23,7.48,0,0,0,1,330.39
71.0,27.64,6.43,1,0,0,0,251.98
48.0,16.12,1.7,0,1,0,0,168.01
12.0,12.1,2.99,1,0,0,0,42.69
20.0,10.18,1.18,0,0,0,1,69.84
11.0,7.63,4.6,1,0,0,0,40.91
36.0,4.92,0.4,0,0,0,1,127.43
50.0,14.22,2.84,0,1,0,0,179.5
39.0,12.29,0.22,0,0,1,0,131.82
58.0,14.92,4.22,0,1,0,0,207.71
77.0,28.07,4.93,0,0,1,0,274.12
51.0,18.27,4.87,0,0,0,1,177.24
48.0,15.2,0.74,0,0,0,1,168.77
25.0,11.09,0.95,0,1,0,0,88.89
31.0,5.38,0.01,0,0,1,0,102.58
86.0,22.56,3.68,0,1,0,0,303.72
77.0,27.85,4.16,1,0,0,0,275.03
79.0,20.14,1.71,0,0,1,0,279.98
32.0,13.34,2.34,0,0,0,1,116.14
19.0,2.39,0.6,0,0,1,0,63.18
98.0,37.6,5.83,0,0,1,0,350.4
35.0,1.59,2.97,0,1,0,0,128.47
59.0,26.03,5.43,0,0,1,0,215.79
80.0,31.97,6.89,1,0,0,0,289.0
52.0,19.74,3.89,0,0,1,0,183.63
20.0,3.32,0.42,0,0,1,0,71.75
16.0,8.8,1.65,0,1,0,0,58.16
97.0,31.55,5.17,1,0,0,0,350.09
13.0,0.01,1.47,0,0,1,0,45.03
41.0,11.93,0.38,0,0,0,1,144.63
31.0,6.75,0.44,0,0,1,0,109.4
38.0,6.22,5.32,0,1,0,0,138.32
40.0,10.14,0.32,1,0,0,0,141.59
92.0,30.39,5.55,0,1,0,0,328.96
85.0,32.64,6.62,1,0,0,0,304.42
29.0,5.15,0.52,1,0,0,0,106.95
51.0,27.17,1.95,0,0,1,0,185.15
80.0,27.73,5.22,0,0,0,1,285.43
23.0,13.72,0.4,1,0,0,0,85.07
82.0,26.52,8.81,1,0,0,0,295.12
79.0,18.8,3.09,1,0,0,0,280.47
88.0,29.88,3.14,0,1,0,0,314.21
18.0,9.08,2.34,0,1,0,0,65.65
58.0,9.56,1.01,0,0,1,0,206.41
40.0,17.98,1.72,0,0,0,1,144.96
78.0,26.62,3.35,0,1,0,0,282.05
34.0,10.0,3.08,0,0,1,0,119.13
47.0,18.99,2.71,0,0,1,0,168.08
18.0,8.99,0.95,0,0,1,0,62.64
65.0,26.22,5.48,1,0,0,0,228.02
21.0,5.78,0.34,0,1,0,0,66.5
84.0,29.83,2.58,0,0,1,0,296.14
22.0,5.56,2.41,0,0,1,0,80.3
85.0,34.19,3.88,1,0,0,0,301.13
48.0,21.1,1.9,0,1,0,0,166.63
21.0,9.17,0.07,0,0,0,1,73.89
42.0,12.59,1.84,1,0,0,0,145.31
26.0,6.53,4.83,1,0,0,0,89.67
33.0,13.93,3.03,0,0,1,0,113.96
11.0,6.89,3.48,1,0,0,0,37.11
44.0,11.41,2.21,0,1,0,0,156.36
41.0,7.28,3.57,0,0,0,1,143.38
77.0,34.15,6.43,1,0,0,0,270.35
40.0,13.82,1.31,0,1,0,0,142.17
35.0,11.02,2.53,0,0,0,1,123.13
43.0,15.51,2.08,1,0,0,0,149.16
79.0,27.44,2.94,0,1,0,0,276.99
25.0,15.03,1.61,0,0,0,1,88.15
46.0,9.02,1.98,0,0,1,0,162.28
37.0,10.0,0.04,0,1,0,0,132.62
45.0,20.19,4.27,0,0,1,0,158.89
27.0,8.83,3.78,0,0,0,1,93.19
21.0,7.14,2.68,0,0,0,1,73.53
36.0,20.9,1.34,0,0,0,1,129.5
15.0,0.23,0.44,0,0,1,0,48.34
82.0,31.22,5.68,0,1,0,0,290.96
63.0,12.94,3.65,1,0,0,0,228.0
80.0,20.54,4.65,0,0,0,1,288.31
34.0,13.05,2.38,1,0,0,0,123.3
39.0,9.45,0.66,0,0,0,1,133.39
83.0,28.35,3.11,1,0,0,0,302.23
75.0,26.69,7.53,0,0,0,1,267.6
96.0,28.69,1.18,1,0,0,0,347.62
85.0,31.36,3.83,0,1,0,0,304.46
23.0,0.84,0.66,0,1,0,0,82.49
88.0,25.33,5.13,1,0,0,0,311.66
39.0,9.43,0.62,0,0,1,0,138.27
17.0,9.74,3.32,0,0,0,1,60.7
23.0,14.91,3.25,0,1,0,0,80.13
38.0,16.36,0.91,0,0,0,1,131.01
67.0,22.28,2.0,0,0,0,1,241.66
70.0,21.06,5.15,1,0,0,0,249.81
62.0,23.88,4.74,0,1,0,0,219.88
55.0,19.37,7.68,1,0,0,0,193.56
75.0,22.16,2.54,0,1,0,0,263.51
87.0,30.69,1.28,0,0,0,1,310.82
45.0,15.75,0.34,0,0,1,0,157.92
86.0,18.59,2.78,0,0,1,0,304.95
80.0,25.32,6.52,0,1,0,0,288.3
36.0,11.66,0.42,0,0,1,0,130.16
41.0,14.35,3.04,0,0,1,0,147.39
89.0,32.18,3.79,1,0,0,0,316.54
32.0,9.63,4.31,1,0,0,0,117.13
95.0,22.11,0.79,0,0,1,0,344.85
80.0,24.53,5.52,0,0,0,1,286.0
56.0,22.83,6.75,0,0,1,0,196.57
36.0,1.55,0.26,0,0,1,0,128.34
92.0,32.51,7.0,0,0,0,1,331.02
54.0,18.12,6.69,0,0,0,1,194.04
16.0,6.72,2.15,0,0,1,0,57.63
11.0,6.33,1.11,1,0,0,0,40.16
58.0,14.52,2.87,0,1,0,0,209.9
12.0,4.55,0.03,1,0,0,0,44.26
27.0,17.85,3.73,0,1,0,0,95.68
14.0,7.53,0.63,0,0,0,1,54.69
63.0,24.27,2.84,0,0,1,0,220.86
57.0,18.01,1.53,0,0,0,1,202.39
31.0,9.29,4.01,0,0,0,1,112.35
49.0,16.94,0.07,1,0,0,0,175.95
32.0,14.48,0.61,0,0,1,0,112.99
86.0,30.92,4.64,0,1,0,0,304.54
17.0,9.47,3.69,0,0,0,1,63.82
34.0,12.55,1.43,0,0,1,0,119.0
69.0,23.38,6.09,1,0,0,0,246.88
40.0,13.5,1.57,0,1,0,0,139.08
80.0,27.56,1.28,0,0,1,0,284.06
70.0,25.23,1.98,0,1,0,0,251.4
36.0,19.25,0.23,0,1,0,0,123.31
21.0,4.02,0.07,1,0,0,0,73.51
90.0,32.27,5.47,0,0,1,0,317.39
18.0,6.77,0.75,1,0,0,0,69.65
22.0,16.96,3.64,0,0,1,0,78.04
72.0,15.43,3.01,1,0,0,0,258.03
44.0,16.48,1.28,0,0,1,0,157.01
89.0,31.38,3.75,0,1,0,0,318.78
89.0,33.23,5.27,1,0,0,0,321.28
60.0,23.78,1.05,0,0,0,1,213.27
42.0,9.08,3.2,0,0,0,1,146.91
82.0,27.3,2.75,0,1,0,0,289.52
98.0,32.9,4.88,0,0,0,1,349.54
87.0,30.91,7.64,0,0,1,0,310.8
72.0,29.09,4.46,1,0,0,0,256.14
57.0,22.69,4.24,0,0,0,1,200.78
45.0,15.75,0.71,0,0,1,0,157.63
15.0,6.09,2.21,0,1,0,0,53.9
21.0,17.19,0.24,1,0,0,0,73.15
99.0,27.32,2.77,1,0,0,0,351.39
33.0,14.24,1.76,1,0,0,0,118.74
28.0,12.27,0.32,0,0,0,1,95.35
43.0,8.87,3.55,1,0,0,0,154.02
13.0,4.45,3.33,1,0,0,0,46.05
14.0,10.43,2.63,0,0,1,0,49.62
63.0,23.04,5.08,0,0,1,0,225.41
39.0,13.2,0.42,1,0,0,0,139.2
21.0,3.58,0.17,1,0,0,0,74.52
64.0,20.97,2.59,1,0,0,0,230.66
57.0,20.73,5.62,0,1,0,0,207.49
84.0,26.77,3.82,0,1,0,0,294.2
92.0,33.4,4.48,0,0,0,1,321.75
58.0,19.61,2.16,1,0,0,0,210.46
40.0,9.01,1.58,1,0,0,0,139.58
70.0,21.18,1.7,1,0,0,0,250.48
20.0,7.52,1.38,0,0,0,1,68.43
60.0,17.69,3.24,0,0,0,1,216.08
95.0,26.53,7.96,0,0,1,0,336.37
50.0,14.2,0.14,0,1,0,0,174.87
100.0,33.57,6.74,1,0,0,0,353.62
89.0,25.81,0.79,1,0,0,0,316.71
47.0,8.02,0.78,0,0,1,0,163.57
47.0,15.7,0.38,0,0,0,1,172.14
70.0,25.92,4.77,0,0,0,1,252.11
29.0,8.5,3.66,1,0,0,0,101.75
64.0,13.13,2.7,0,0,1,0,223.53
77.0,29.76,3.16,1,0,0,0,279.06
50.0,18.26,4.05,0,1,0,0,180.44
21.0,17.19,1.89,0,0,1,0,77.2
69.0,25.03,9.2,1,0,0,0,239.57
65.0,26.47,6.43,0,0,0,1,233.84
30.0,10.3,3.03,0,0,1,0,108.12
46.0,20.35,3.99,1,0,0,0,165.84
61.0,23.62,0.39,0,1,0,0,219.39
72.0,17.98,1.68,0,0,1,0,248.8
39.0,14.02,3.11,0,0,0,1,142.35
97.0,32.49,6.19,1,0,0,0,347.88
87.0,38.18,6.96,0,1,0,0,307.42
89.0,32.45,4.45,0,0,1,0,324.59
36.0,7.73,1.82,0,0,1,0,124.76
60.0,19.08,2.88,0,0,0,1,211.65
19.0,12.67,1.46,0,1,0,0,69.72
24.0,12.88,0.57,0,0,0,1,84.36
56.0,25.11,7.15,0,1,0,0,201.36
66.0,17.01,6.05,1,0,0,0,240.5
91.0,31.57,5.35,0,0,0,1,331.87
65.0,13.28,1.04,0,0,0,1,234.95
56.0,20.55,1.44,0,0,1,0,200.48
21.0,9.73,0.86,0,0,0,1,75.93
52.0,17.24,7.17,0,0,0,1,188.96
36.0,10.57,2.64,0,1,0,0,128.42
79.0,25.07,3.43,0,1,0,0,285.76
74.0,21.6,4.67,1,0,0,0,261.47
84.0,26.41,5.16,0,0,0,1,298.97
51.0,18.96,2.88,1,0,0,0,183.48
20.0,4.22,2.09,0,0,1,0,68.12
20.0,12.23,5.54,0,0,1,0,75.93
45.0,17.45,3.8,0,0,1,0,156.79
63.0,20.36,1.93,0,0,0,1,222.5
82.0,27.12,4.63,0,1,0,0,291.53
43.0,13.7,2.22,0,0,0,1,151.27
10.0,2.56,2.19,0,0,0,1,36.92
28.0,6.7,2.98,0,1,0,0,97.08
96.0,25.74,4.18,0,0,0,1,346.94
21.0,4.19,1.01,0,0,1,0,75.34
41.0,4.51,0.65,0,1,0,0,148.91
69.0,31.3,4.08,0,0,0,1,247.96
64.0,22.19,3.12,1,0,0,0,228.64
81.0,29.1,3.44,0,0,0,1,288.84
91.0,27.36,6.6,0,0,1,0,320.47
84.0,29.66,5.89,0,0,0,1,300.33
93.0,37.71,6.43,1,0,0,0,326.26
99.0,33.43,6.44,1,0,0,0,353.47
70.0,23.22,4.2,0,0,1,0,250.25
90.0,28.38,4.34,0,0,0,1,318.63
34.0,3.97,2.88,0,0,0,1,117.62
26.0,2.17,0.06,1,0,0,0,91.77
64.0,14.49,0.74,0,0,1,0,228.67
97.0,38.24,7.12,0,0,1,0,350.11
73.0,30.28,4.22,0,0,0,1,260.25
54.0,22.94,0.05,0,0,0,1,188.46
18.0,3.4,0.91,1,0,0,0,64.5
38.0,12.25,2.43,0,0,1,0,137.92
43.0,10.06,0.25,0,0,0,1,154.89
38.0,21.83,2.8,0,0,0,1,132.73
79.0,17.97,1.54,0,0,1,0,281.53
63.0,28.53,3.17,1,0,0,0,224.47
28.0,7.27,2.96,1,0,0,0,105.73
33.0,13.35,1.46,0,0,0,1,116.13
96.0,34.66,2.73,1,0,0,0,342.5
47.0,17.99,4.83,0,1,0,0,169.78
63.0,19.28,0.48,0,0,0,1,224.11
82.0,29.5,6.11,0,0,1,0,291.32
48.0,18.01,5.94,1,0,0,0,164.7
82.0,28.75,1.62,0,1,0,0,291.32
31.0,9.93,2.27,1,0,0,0,112.49
18.0,9.71,3.38,0,1,0,0,65.42
30.0,5.23,2.16,1,0,0,0,101.29
20.0,4.31,0.05,0,1,0,0,72.18
29.0,7.87,1.96,0,0,0,1,99.31
15.0,5.14,1.56,0,0,1,0,52.3
74.0,16.78,2.3,1,0,0,0,261.22
23.0,13.31,0.73,0,0,0,1,76.32
81.0,24.01,3.77,0,0,1,0,287.93
83.0,34.69,10.03,0,1,0,0,298.64
69.0,23.62,5.56,1,0,0,0,246.14
10.0,0.86,3.62,0,1,0,0,36.88
94.0,30.4,5.21,0,0,1,0,336.17
37.0,12.26,0.44,1,0,0,0,136.56
11.0,4.21,3.06,0,1,0,0,38.63
98.0,25.84,6.99,0,0,1,0,353.13
63.0,23.56,7.9,1,0,0,0,225.16
24.0,7.23,0.0,1,0,0,0,86.45
33.0,11.22,5.59,0,1,0,0,115.06
25.0,6.29,1.76,0,0,0,1,89.59
43.0,15.7,4.62,0,0,0,1,156.96
52.0,15.7,3.94,1,0,0,0,184.88
87.0,24.95,1.02,0,0,0,1,303.88
68.0,29.2,8.05,0,0,0,1,245.64
90.0,32.33,5.61,0,1,0,0,322.0
62.0,16.44,7.49,0,0,0,1,217.92
46.0,13.98,0.89,1,0,0,0,162.97
96.0,22.75,8.69,0,0,0,1,345.89
77.0,16.07,2.7,0,0,0,1,274.93
90.0,30.48,5.01,0,1,0,0,316.46
83.0,23.08,0.83,0,0,1,0,291.96
19.0,5.26,1.25,0,1,0,0,71.44
27.0,14.13,0.42,0,1,0,0,95.88
42.0,15.65,1.92,0,0,0,1,151.07
62.0,17.04,1.78,0,1,0,0,222.08
64.0,19.21,3.09,1,0,0,0,221.73
87.0,27.73,3.64,0,0,1,0,315.32
28.0,13.17,1.87,0,1,0,0,99.1
11.0,2.59,0.33,0,1,0,0,37.48
60.0,22.4,5.28,0,0,0,1,212.5
28.0,7.95,0.93,0,1,0,0,102.82
54.0,19.27,1.3,0,0,1,0,194.36
66.0,32.86,8.19,0,1,0,0,238.07
35.0,15.25,0.94,1,0,0,0,123.66
76.0,30.7,6.69,0,0,1,0,267.52
62.0,23.67,3.36,0,0,1,0,219.0
54.0,12.98,2.75,1,0,0,0,194.1
39.0,10.98,1.07,0,0,0,1,135.89
79.0,24.33,4.36,0,1,0,0,283.13
70.0,20.78,2.83,1,0,0,0,245.24
75.0,25.67,2.39,1,0,0,0,267.18
53.0,18.85,4.57,0,0,1,0,186.94
23.0,6.72,1.37,0,0,0,1,82.44
43.0,23.36,3.93,1,0,0,0,146.29
24.0,7.16,3.22,0,0,1,0,87.76
26.0,5.93,2.03,0,0,1,0,85.56
49.0,13.5,0.39,0,0,1,0,172.8
33.0,10.15,2.31,0,0,0,1,118.23
59.0,21.3,6.15,0,1,0,0,209.56
76.0,25.1,3.59,0,1,0,0,272.42
100.0,32.15,7.57,0,0,1,0,362.04
96.0,37.92,5.82,0,1,0,0,335.97
23.0,6.66,0.14,0,0,0,1,83.42
68.0,20.86,5.31,0,0,0,1,244.63
20.0,5.06,0.04,0,0,1,0,66.39
61.0,24.66,0.64,0,0,1,0,223.25
56.0,9.69,2.55,0,0,0,1,196.08
29.0,16.8,4.28,0,0,1,0,101.9
31.0,7.99,0.79,0,1,0,0,112.95
29.0,9.85,1.77,0,0,0,1,96.69
82.0,34.77,4.25,0,0,1,0,292.18
78.0,26.54,3.96,1,0,0,0,280.86
99.0,30.67,4.4,0,0,0,1,351.42
99.0,34.51,4.82,1,0,0,0,347.67
46.0,15.55,1.65,0,1,0,0,161.74
37.0,15.55,0.38,0,0,0,1,130.38
67.0,33.48,6.27,1,0,0,0,233.14
82.0,21.69,2.54,0,0,0,1,290.62
42.0,9.38,3.46,0,1,0,0,147.49
22.0,13.33,3.47,0,0,1,0,80.42
73.0,22.36,2.24,0,0,0,1,262.6
41.0,7.13,1.16,0,1,0,0,148.23
100.0,44.56,8.47,0,0,0,1,357.09
29.0,8.71,2.59,1,0,0,0,104.71
19.0,10.62,1.28,1,0,0,0,68.24
37.0,5.58,4.35,1,0,0,0,134.45
45.0,9.02,2.78,0,0,1,0,157.41
51.0,19.32,3.61,1,0,0,0,184.7
100.0,39.3,7.08,0,0,1,0,355.9
56.0,15.38,1.62,0,1,0,0,197.27
23.0,3.51,1.06,0,0,1,0,84.49
100.0,30.44,5.01,0,1,0,0,353.84
16.0,5.77,0.17,1,0,0,0,58.28
95.0,33.73,2.83,0,0,1,0,337.16
18.0,4.0,0.55,0,1,0,0,62.53
94.0,32.16,4.18,0,1,0,0,336.52
58.0,23.29,1.82,1,0,0,0,202.35
11.0,10.43,3.02,0,0,1,0,39.06
88.0,26.89,5.09,0,1,0,0,311.05
33.0,16.57,3.22,0,0,0,1,117.86
69.0,20.97,3.39,0,0,0,1,242.47
47.0,13.47,2.44,1,0,0,0,167.7
32.0,13.43,1.97,0,0,1,0,113.34
89.0,34.19,7.28,0,0,1,0,317.71
83.0,27.92,8.57,1,0,0,0,295.51
64.0,26.71,7.77,0,0,1,0,229.95
67.0,15.14,2.25,1,0,0,0,240.11
100.0,23.35,4.47,0,0,1,0,356.27
46.0,9.85,2.94,0,0,1,0,166.65
42.0,10.6,2.41,0,1,0,0,149.36
15.0,4.85,5.6,1,0,0,0,52.01
32.0,15.41,4.05,0,0,0,1,109.15
74.0,19.11,4.49,0,0,0,1,259.9
50.0,18.17,5.72,0,0,1,0,181.28
29.0,4.6,0.58,0,0,1,0,104.51
43.0,24.21,7.41,0,0,1,0,151.0
97.0,28.38,6.32,1,0,0,0,348.55
35.0,14.14,1.57,0,1,0,0,126.77
80.0,28.51,5.4,0,1,0,0,284.91
72.0,18.13,3.55,0,0,0,1,257.38
85.0,36.25,8.86,1,0,0,0,305.74
54.0,17.47,1.48,1,0,0,0,194.03
36.0,15.19,2.8,0,1,0,0,128.02
23.0,4.51,0.03,0,1,0,0,77.4
13.0,1.47,1.23,0,0,1,0,49.29
62.0,15.97,1.18,1,0,0,0,220.05
36.0,3.48,1.24,0,1,0,0,125.61
47.0,19.42,3.6,1,0,0,0,167.12
69.0,21.01,2.48,0,0,1,0,244.18
65.0,15.7,3.01,0,1,0,0,232.67
20.0,11.76,3.73,0,0,0,1,70.21
40.0,13.57,3.32,0,1,0,0,140.37
33.0,13.55,5.7,0,0,1,0,119.69
30.0,6.63,2.83,0,1,0,0,109.08
29.0,0.97,1.1,0,0,1,0,102.46
27.0,2.05,0.05,0,0,0,1,92.93
90.0,33.81,6.28,0,1,0,0,322.66
59.0,22.2,4.71,0,1,0,0,210.84
75.0,23.48,3.75,0,0,1,0,263.38
75.0,32.43,1.52,1,0,0,0,265.87
